Latitude (decimal degrees):	51.503
Longitude (decimal degrees):	10.781
Elevation (m):	188
Radiation database:	PVGIS-SARAH3


Slope: 36 deg. (optimum)
Azimuth: -1 deg. (optimum)
time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20230328:1910,0.0,0.0,0.0,0.0,2.54,1.86,0.0
20230328:2010,0.0,0.0,0.0,0.0,1.56,1.93,0.0
20230328:2110,0.0,0.0,0.0,0.0,0.43,1.93,0.0
20230328:2210,0.0,0.0,0.0,0.0,0.46,1.86,0.0
20230328:2310,0.0,0.0,0.0,0.0,0.38,1.93,0.0
20230329:0010,0.0,0.0,0.0,0.0,1.19,2.14,0.0
20230329:0110,0.0,0.0,0.0,0.0,1.6,2.34,0.0
20230329:0210,0.0,0.0,0.0,0.0,1.63,2.14,0.0
20230329:0310,0.0,0.0,0.0,0.0,1.56,1.79,0.0
20230329:0410,0.0,0.0,0.0,0.0,1.51,1.66,0.0
20230329:0510,0.0,0.0,0.0,0.0,1.61,1.59,0.0
20230329:0610,17.02,64.45,1.56,10.22,1.86,1.45,0.0
20230329:0710,8.49,112.3,2.46,19.27,3.49,1.93,0.0
20230329:0810,137.68,219.83,5.96,27.61,4.57,2.41,0.0
20230329:0910,130.17,274.95,7.01,34.64,5.47,2.76,0.0
20230329:1010,174.54,316.47,8.29,39.63,6.83,3.24,0.0
20230329:1110,77.64,306.39,7.18,41.83,7.98,3.52,0.0
20230329:1210,109.34,312.15,7.6,40.82,8.8,3.52,0.0
20230329:1310,92.42,280.78,6.8,36.8,9.82,3.59,0.0
20230329:1410,25.55,203.66,4.55,30.45,10.37,3.31,0.0
20230329:1510,35.67,159.89,3.75,22.52,10.13,2.48,0.0
20230329:1610,13.82,85.69,1.98,13.67,10.01,2.48,0.0
20230329:1710,0.64,16.12,0.36,4.41,9.84,2.76,0.0
20230329:1810,0.0,0.0,0.0,0.0,9.49,2.97,0.0
20230329:1910,0.0,0.0,0.0,0.0,9.55,2.62,0.0
20230329:2010,0.0,0.0,0.0,0.0,8.97,2.48,0.0
20230329:2110,0.0,0.0,0.0,0.0,8.48,2.34,0.0
20230329:2210,0.0,0.0,0.0,0.0,8.0,2.0,0.0
20230329:2310,0.0,0.0,0.0,0.0,7.53,1.86,0.0
20230330:0010,0.0,0.0,0.0,0.0,6.84,1.93,0.0
20230330:0110,0.0,0.0,0.0,0.0,6.51,2.14,0.0
20230330:0210,0.0,0.0,0.0,0.0,6.64,2.34,0.0
20230330:0310,0.0,0.0,0.0,0.0,7.02,3.03,0.0
20230330:0410,0.0,0.0,0.0,0.0,7.9,3.1,0.0
20230330:0510,0.0,0.0,0.0,0.0,8.17,2.83,0.0
20230330:0610,47.44,70.72,2.08,10.57,8.91,3.45,0.0
20230330:0710,0.0,68.71,1.45,19.64,10.91,3.31,0.0
20230330:0810,0.0,77.76,1.64,27.99,12.04,4.55,0.0
20230330:0910,223.65,278.92,8.04,35.03,12.79,4.14,0.0
20230330:1010,167.61,316.83,8.25,40.03,13.5,5.38,0.0
20230330:1110,69.89,303.95,7.07,42.22,14.49,5.72,0.0
20230330:1210,8.69,232.65,4.99,41.19,15.34,6.28,0.0
20230330:1310,0.0,57.86,1.22,37.14,14.0,6.41,0.0
20230330:1410,563.17,130.13,9.6,30.75,12.94,5.72,0.0
20230330:1510,161.52,171.4,5.41,22.8,13.01,4.9,0.0
20230330:1610,6.18,77.48,1.72,13.93,12.99,4.69,0.0
20230330:1710,11.66,18.71,0.84,4.66,12.01,4.83,0.0
20230330:1810,0.0,0.0,0.0,0.0,10.8,4.69,0.0
20230330:1910,0.0,0.0,0.0,0.0,9.99,4.07,0.0
20230330:2010,0.0,0.0,0.0,0.0,9.47,4.0,0.0
20230330:2110,0.0,0.0,0.0,0.0,9.12,3.79,0.0
20230330:2210,0.0,0.0,0.0,0.0,8.68,3.66,0.0
20230330:2310,0.0,0.0,0.0,0.0,8.44,3.72,0.0
20230331:0010,0.0,0.0,0.0,0.0,8.3,3.66,0.0
20230331:0110,0.0,0.0,0.0,0.0,8.12,3.52,0.0
20230331:0210,0.0,0.0,0.0,0.0,8.11,3.24,0.0
20230331:0310,0.0,0.0,0.0,0.0,7.79,2.97,0.0
20230331:0410,0.0,0.0,0.0,0.0,7.42,2.76,0.0
20230331:0510,0.0,0.0,0.0,0.0,7.3,2.97,0.0
20230331:0610,0.0,25.32,0.53,10.92,7.75,3.1,0.0
20230331:0710,19.36,129.24,2.93,20.0,8.74,2.97,0.0
20230331:0810,0.0,75.04,1.58,28.36,9.58,3.38,0.0
20230331:0910,0.0,84.08,1.77,35.42,10.1,3.59,0.0
20230331:1010,0.0,149.18,3.14,40.42,9.57,4.62,0.0
20230331:1110,0.0,153.7,3.24,42.61,9.05,4.41,0.0
20230331:1210,375.8,314.3,10.42,41.55,9.1,3.66,0.0
20230331:1310,592.61,201.62,11.07,37.47,10.31,2.97,0.0
20230331:1410,0.0,39.78,0.84,31.05,12.03,3.93,0.0
20230331:1510,20.15,151.01,3.41,23.07,10.53,4.34,0.0
20230331:1610,17.01,91.44,2.15,14.19,10.29,3.38,0.0
20230331:1710,0.59,18.82,0.42,4.91,9.92,3.03,0.0
20230331:1810,0.0,0.0,0.0,0.0,9.37,3.31,0.0
20230331:1910,0.0,0.0,0.0,0.0,9.02,3.66,0.0
20230331:2010,0.0,0.0,0.0,0.0,8.64,3.66,0.0
20230331:2110,0.0,0.0,0.0,0.0,8.31,3.86,0.0
20230331:2210,0.0,0.0,0.0,0.0,8.16,4.21,0.0
20230331:2310,0.0,0.0,0.0,0.0,8.34,4.48,0.0
20230401:0010,0.0,0.0,0.0,0.0,8.04,4.28,0.0
20230401:0110,0.0,0.0,0.0,0.0,8.22,4.21,0.0
20230401:0210,0.0,0.0,0.0,0.0,8.29,4.21,0.0
20230401:0310,0.0,0.0,0.0,0.0,8.27,4.14,0.0
20230401:0410,0.0,0.0,0.0,0.0,8.12,4.07,0.0
20230401:0510,0.0,2.55,0.06,1.96,7.95,3.93,0.0
20230401:0610,20.97,72.92,1.81,11.28,7.99,3.86,0.0
20230401:0710,0.0,92.22,1.94,20.36,8.0,3.86,0.0
20230401:0810,40.97,203.49,4.71,28.73,8.46,3.93,0.0
20230401:0910,18.62,222.41,4.88,35.8,8.85,3.93,0.0
20230401:1010,2.88,206.5,4.38,40.82,8.98,3.52,0.0
20230401:1110,17.26,260.21,5.66,43.0,9.23,3.38,0.0
20230401:1210,0.0,177.21,3.74,41.92,9.4,2.55,0.0
20230401:1310,0.0,174.5,3.68,37.8,9.62,1.86,0.0
20230401:1410,15.24,192.85,4.23,31.35,9.6,1.38,0.0
20230401:1510,0.0,103.07,2.17,23.35,9.7,1.1,0.0
20230401:1610,0.0,39.78,0.84,14.45,9.65,1.24,0.0
20230401:1710,0.56,19.72,0.44,5.17,9.39,1.03,0.0
20230401:1810,0.0,0.0,0.0,0.0,8.73,1.03,0.0
20230401:1910,0.0,0.0,0.0,0.0,8.0,2.55,0.0
20230401:2010,0.0,0.0,0.0,0.0,7.5,2.76,0.0
20230401:2110,0.0,0.0,0.0,0.0,6.72,3.45,0.0
20230401:2210,0.0,0.0,0.0,0.0,5.68,3.59,0.0
20230401:2310,0.0,0.0,0.0,0.0,4.59,3.86,0.0
20230402:0010,0.0,0.0,0.0,0.0,3.74,3.79,0.0
20230402:0110,0.0,0.0,0.0,0.0,2.62,4.0,0.0
20230402:0210,0.0,0.0,0.0,0.0,1.91,3.93,0.0
20230402:0310,0.0,0.0,0.0,0.0,1.42,4.28,0.0
20230402:0410,0.0,0.0,0.0,0.0,1.04,4.14,0.0
20230402:0510,0.0,0.85,0.02,2.31,0.82,4.28,0.0
20230402:0610,0.0,29.84,0.63,11.63,0.87,4.76,0.0
20230402:0710,0.0,84.99,1.79,20.71,0.96,4.83,0.0
20230402:0810,0.0,121.15,2.55,29.1,1.37,4.69,0.0
20230402:0910,0.0,117.54,2.48,36.18,1.71,4.55,0.0
20230402:1010,0.0,103.07,2.17,41.21,2.37,4.41,0.0
20230402:1110,0.0,141.05,2.97,43.39,3.2,4.34,0.0
20230402:1210,0.0,179.02,3.77,42.29,3.96,4.34,0.0
20230402:1310,4.22,202.14,4.31,38.13,4.56,4.28,0.0
20230402:1410,49.5,231.09,5.39,31.64,4.9,4.34,0.0
20230402:1510,7.9,140.2,3.05,23.62,5.09,4.34,0.0
20230402:1610,49.4,106.07,2.92,14.71,4.74,4.28,0.0
20230402:1710,0.54,22.41,0.5,5.42,4.41,3.93,0.0
20230402:1810,0.0,0.0,0.0,0.0,4.02,3.59,0.0
20230402:1910,0.0,0.0,0.0,0.0,3.4,3.17,0.0
20230402:2010,0.0,0.0,0.0,0.0,3.06,3.24,0.0
20230402:2110,0.0,0.0,0.0,0.0,2.6,3.38,0.0
20230402:2210,0.0,0.0,0.0,0.0,1.92,3.52,0.0
20230402:2310,0.0,0.0,0.0,0.0,1.13,3.45,0.0
20230403:0010,0.0,0.0,0.0,0.0,0.33,3.31,0.0
20230403:0110,0.0,0.0,0.0,0.0,0.13,3.24,0.0
20230403:0210,0.0,0.0,0.0,0.0,-0.56,3.1,0.0
20230403:0310,0.0,0.0,0.0,0.0,-1.11,2.97,0.0
20230403:0410,0.0,0.0,0.0,0.0,-1.52,2.83,0.0
20230403:0510,0.0,6.79,0.15,2.66,-1.93,2.76,0.0
20230403:0610,139.3,63.44,3.35,11.98,-1.46,2.76,0.0
20230403:0710,355.92,101.84,6.69,21.07,-0.34,4.21,0.0
20230403:0810,367.03,207.5,8.48,29.47,0.58,4.14,0.0
20230403:0910,138.48,298.11,7.64,36.57,1.64,4.28,0.0
20230403:1010,73.94,312.04,7.3,41.6,2.54,4.48,0.0
20230403:1110,137.93,349.33,8.69,43.77,2.95,4.41,0.0
20230403:1210,176.75,347.75,9.05,42.65,3.16,4.34,0.0
20230403:1310,340.79,305.26,10.0,38.46,3.13,4.14,0.0
20230403:1410,46.4,236.08,5.47,31.94,2.93,3.93,0.0
20230403:1510,33.88,173.01,4.04,23.89,2.75,3.93,0.0
20230403:1610,8.11,91.23,2.04,14.96,2.5,3.79,0.0
20230403:1710,2.09,27.95,0.69,5.67,2.14,3.59,0.0
20230403:1810,0.0,0.0,0.0,0.0,1.78,2.83,0.0
20230403:1910,0.0,0.0,0.0,0.0,0.79,2.34,0.0
20230403:2010,0.0,0.0,0.0,0.0,0.12,2.07,0.0
20230403:2110,0.0,0.0,0.0,0.0,-0.36,1.93,0.0
20230403:2210,0.0,0.0,0.0,0.0,-1.41,1.79,0.0
20230403:2310,0.0,0.0,0.0,0.0,-2.37,1.79,0.0
20230404:0010,0.0,0.0,0.0,0.0,-2.87,1.79,0.0
20230404:0110,0.0,0.0,0.0,0.0,-2.95,1.72,0.0
20230404:0210,0.0,0.0,0.0,0.0,-2.97,1.59,0.0
20230404:0310,0.0,0.0,0.0,0.0,-2.85,1.38,0.0
20230404:0410,0.0,0.0,0.0,0.0,-3.05,1.38,0.0
20230404:0510,0.0,4.52,0.1,3.0,-3.02,1.38,0.0
20230404:0610,17.57,81.48,1.96,12.32,-2.46,1.31,0.0
20230404:0710,124.47,167.91,4.95,21.42,-0.1,1.72,0.0
20230404:0810,118.63,241.98,6.33,29.83,1.09,2.14,0.0
20230404:0910,137.57,299.54,7.68,36.95,2.12,2.14,0.0
20230404:1010,506.05,297.99,11.74,41.99,2.65,2.0,0.0
20230404:1110,656.0,268.63,13.07,44.16,3.19,1.93,0.0
20230404:1210,750.65,211.41,13.4,43.01,3.63,2.07,0.0
20230404:1310,660.57,195.95,12.1,38.79,4.05,2.07,0.0
20230404:1410,487.57,184.75,9.83,32.23,4.17,2.0,0.0
20230404:1510,316.09,145.53,7.13,24.15,4.19,2.0,0.0
20230404:1610,27.37,106.99,2.65,15.22,3.76,2.0,0.0
20230404:1710,17.21,26.99,1.26,5.92,3.19,1.66,0.0
20230404:1810,0.0,0.0,0.0,0.0,2.32,1.52,0.0
20230404:1910,0.0,0.0,0.0,0.0,1.74,1.17,0.0
20230404:2010,0.0,0.0,0.0,0.0,0.76,1.1,0.0
20230404:2110,0.0,0.0,0.0,0.0,0.72,0.97,0.0
20230404:2210,0.0,0.0,0.0,0.0,1.28,0.76,0.0
20230404:2310,0.0,0.0,0.0,0.0,1.22,0.55,0.0
20230405:0010,0.0,0.0,0.0,0.0,0.99,0.48,0.0
20230405:0110,0.0,0.0,0.0,0.0,0.82,0.62,0.0
20230405:0210,0.0,0.0,0.0,0.0,0.3,0.83,0.0
20230405:0310,0.0,0.0,0.0,0.0,-0.06,0.83,0.0
20230405:0410,0.0,0.0,0.0,0.0,-0.3,0.83,0.0
20230405:0510,0.0,4.52,0.1,3.35,-0.35,0.69,0.0
20230405:0610,4.61,70.94,1.56,12.67,0.22,0.34,0.0
20230405:0710,11.8,136.21,3.01,21.77,2.03,0.34,0.0
20230405:0810,49.28,223.86,5.24,30.19,3.25,0.41,0.0
20230405:0910,96.24,291.21,7.11,37.32,3.95,0.97,0.0
20230405:1010,484.81,304.88,11.66,42.38,4.41,0.9,0.0
20230405:1110,776.0,214.21,13.78,44.54,4.65,0.9,0.0
20230405:1210,863.7,158.28,14.12,43.37,5.24,0.69,0.0
20230405:1310,769.46,147.29,12.84,39.11,5.46,0.55,0.0
20230405:1410,536.38,162.34,10.18,32.52,5.46,0.48,0.0
20230405:1510,281.1,158.53,6.94,24.42,5.34,0.55,0.0
20230405:1610,159.57,86.4,4.29,15.47,4.89,0.69,0.0
20230405:1710,15.69,29.62,1.28,6.17,4.18,0.97,0.0
20230405:1810,0.0,0.0,0.0,0.0,3.48,0.9,0.0
20230405:1910,0.0,0.0,0.0,0.0,2.25,1.38,0.0
20230405:2010,0.0,0.0,0.0,0.0,1.14,1.31,0.0
20230405:2110,0.0,0.0,0.0,0.0,2.2,0.97,0.0
20230405:2210,0.0,0.0,0.0,0.0,1.98,0.76,0.0
20230405:2310,0.0,0.0,0.0,0.0,1.75,0.55,0.0
20230406:0010,0.0,0.0,0.0,0.0,1.62,0.41,0.0
20230406:0110,0.0,0.0,0.0,0.0,1.43,0.69,0.0
20230406:0210,0.0,0.0,0.0,0.0,1.03,1.03,0.0
20230406:0310,0.0,0.0,0.0,0.0,-0.12,1.17,0.0
20230406:0410,0.0,0.0,0.0,0.0,-0.46,1.17,0.0
20230406:0510,0.11,14.25,0.32,3.69,-0.31,1.03,0.0
20230406:0610,118.08,77.17,3.41,13.01,0.39,0.69,0.0
20230406:0710,324.45,116.46,6.69,22.12,2.82,0.83,0.0
20230406:0810,547.46,137.48,9.81,30.56,5.32,1.38,0.0
20230406:0910,710.94,158.67,12.18,37.7,6.83,2.07,0.0
20230406:1010,815.92,171.92,13.7,42.76,7.88,2.69,0.0
20230406:1110,883.49,165.84,14.5,44.92,8.61,2.76,0.0
20230406:1210,876.81,153.01,14.29,43.73,9.16,2.69,0.0
20230406:1310,798.91,133.82,13.11,39.44,9.56,2.55,0.0
20230406:1410,625.86,124.79,10.86,32.81,9.82,2.41,0.0
20230406:1510,346.77,132.8,7.45,24.69,10.04,2.21,0.0
20230406:1610,172.76,82.45,4.48,15.72,9.89,1.79,0.0
20230406:1710,16.64,30.23,1.35,6.42,8.67,2.07,0.0
20230406:1810,0.0,0.0,0.0,0.0,6.52,2.48,0.0
20230406:1910,0.0,0.0,0.0,0.0,5.87,2.28,0.0
20230406:2010,0.0,0.0,0.0,0.0,3.99,2.21,0.0
20230406:2110,0.0,0.0,0.0,0.0,2.28,2.14,0.0
20230406:2210,0.0,0.0,0.0,0.0,0.93,2.14,0.0
20230406:2310,0.0,0.0,0.0,0.0,0.22,2.28,0.0
20230407:0010,0.0,0.0,0.0,0.0,-0.23,2.14,0.0
20230407:0110,0.0,0.0,0.0,0.0,-0.76,1.86,0.0
20230407:0210,0.0,0.0,0.0,0.0,-0.39,1.52,0.0
20230407:0310,0.0,0.0,0.0,0.0,0.74,1.17,0.0
20230407:0410,0.0,0.0,0.0,0.0,0.06,1.24,0.0
20230407:0510,0.0,9.04,0.19,4.03,-1.41,1.52,0.0
20230407:0610,30.21,92.65,2.4,13.35,-0.17,1.24,0.0
20230407:0710,185.08,165.75,5.76,22.47,3.64,1.45,0.0
20230407:0810,480.03,166.33,9.45,30.92,6.03,1.86,0.0
20230407:0910,688.58,166.79,12.08,38.07,7.91,2.48,0.0
20230407:1010,800.16,176.76,13.64,43.15,9.27,3.03,0.0
20230407:1110,854.98,176.66,14.37,45.3,10.08,3.17,0.0
20230407:1210,848.36,162.71,14.14,44.08,10.57,3.03,0.0
20230407:1310,755.84,151.71,12.88,39.76,10.81,2.69,0.0
20230407:1410,608.08,130.79,10.79,33.1,10.77,2.48,0.0
20230407:1510,357.33,127.14,7.57,24.95,10.52,2.55,0.0
20230407:1610,175.78,82.07,4.57,15.97,9.9,2.55,0.0
20230407:1710,17.1,31.74,1.43,6.67,8.71,2.48,0.0
20230407:1810,0.0,0.0,0.0,0.0,6.67,2.69,0.0
20230407:1910,0.0,0.0,0.0,0.0,5.66,2.41,0.0
20230407:2010,0.0,0.0,0.0,0.0,4.51,2.28,0.0
20230407:2110,0.0,0.0,0.0,0.0,3.67,2.07,0.0
20230407:2210,0.0,0.0,0.0,0.0,3.1,1.66,0.0
20230407:2310,0.0,0.0,0.0,0.0,2.6,1.24,0.0
20230408:0010,0.0,0.0,0.0,0.0,2.81,0.97,0.0
20230408:0110,0.0,0.0,0.0,0.0,2.8,1.38,0.0
20230408:0210,0.0,0.0,0.0,0.0,2.89,1.52,0.0
20230408:0310,0.0,0.0,0.0,0.0,2.94,1.24,0.0
20230408:0410,0.0,0.0,0.0,0.0,3.03,1.31,0.0
20230408:0510,0.0,4.52,0.1,4.37,3.12,1.59,0.0
20230408:0610,0.0,33.45,0.71,13.69,3.24,1.59,0.0
20230408:0710,0.0,95.84,2.02,22.82,3.49,2.0,0.0
20230408:0810,0.0,84.99,1.79,31.27,3.92,2.0,0.0
20230408:0910,38.32,263.52,5.96,38.44,4.72,2.0,0.0
20230408:1010,0.0,118.44,2.5,43.53,5.39,1.93,0.0
20230408:1110,0.0,186.25,3.93,45.68,5.91,2.07,0.0
20230408:1210,0.0,135.62,2.86,44.44,6.44,2.21,0.0
20230408:1310,0.0,122.96,2.59,40.08,6.53,2.28,0.0
20230408:1410,0.0,95.84,2.02,33.39,6.81,2.41,0.0
20230408:1510,0.0,94.03,1.98,25.21,6.91,2.48,0.0
20230408:1610,2.15,79.72,1.72,16.22,6.95,2.41,0.0
20230408:1710,4.95,38.9,1.05,6.91,6.95,2.28,0.0
20230408:1810,0.0,0.0,0.0,0.0,6.33,1.59,0.0
20230408:1910,0.0,0.0,0.0,0.0,5.52,1.52,0.0
20230408:2010,0.0,0.0,0.0,0.0,5.15,1.38,0.0
20230408:2110,0.0,0.0,0.0,0.0,4.62,1.31,0.0
20230408:2210,0.0,0.0,0.0,0.0,4.52,1.17,0.0
20230408:2310,0.0,0.0,0.0,0.0,4.54,1.03,0.0
20230409:0010,0.0,0.0,0.0,0.0,4.62,0.97,0.0
20230409:0110,0.0,0.0,0.0,0.0,4.61,0.9,0.0
20230409:0210,0.0,0.0,0.0,0.0,4.59,0.83,0.0
20230409:0310,0.0,0.0,0.0,0.0,4.16,0.9,0.0
20230409:0410,0.0,0.0,0.0,0.0,4.28,0.69,0.0
20230409:0510,0.0,6.33,0.13,4.71,4.3,0.69,0.0
20230409:0610,0.0,32.55,0.69,14.03,4.76,1.24,0.0
20230409:0710,10.09,140.42,3.09,23.16,5.1,1.31,0.0
20230409:0810,114.3,249.29,6.52,31.63,6.32,1.17,0.0
20230409:0910,376.82,284.16,10.21,38.81,7.85,1.38,0.0
20230409:1010,780.25,181.87,13.61,43.91,8.63,1.52,0.0
20230409:1110,793.49,199.74,14.06,46.06,9.42,1.66,0.0
20230409:1210,803.43,178.23,13.93,44.79,10.22,1.79,0.0
20230409:1310,734.6,156.97,12.83,40.39,10.85,1.86,0.0
20230409:1410,574.67,142.53,10.65,33.67,11.08,1.66,0.0
20230409:1510,312.67,146.35,7.37,25.47,11.16,1.38,0.0
20230409:1610,157.19,89.35,4.5,16.47,11.04,1.03,0.0
20230409:1710,18.41,33.01,1.56,7.16,10.66,0.41,0.0
20230409:1810,0.0,0.0,0.0,0.0,9.5,0.76,0.0
20230409:1910,0.0,0.0,0.0,0.0,6.72,1.79,0.0
20230409:2010,0.0,0.0,0.0,0.0,5.52,1.93,0.0
20230409:2110,0.0,0.0,0.0,0.0,4.39,2.14,0.0
20230409:2210,0.0,0.0,0.0,0.0,3.63,2.07,0.0
20230409:2310,0.0,0.0,0.0,0.0,3.13,2.07,0.0
20230410:0010,0.0,0.0,0.0,0.0,2.74,2.0,0.0
20230410:0110,0.0,0.0,0.0,0.0,3.05,1.72,0.0
20230410:0210,0.0,0.0,0.0,0.0,4.8,1.24,0.0
20230410:0310,0.0,0.0,0.0,0.0,5.26,0.97,0.0
20230410:0410,0.0,0.0,0.0,0.0,4.44,1.17,0.0
20230410:0510,0.22,20.55,0.46,5.04,2.65,1.45,0.0
20230410:0610,99.95,91.14,3.53,14.36,4.15,0.97,0.0
20230410:0710,212.53,162.67,6.17,23.5,7.25,1.03,0.0
20230410:0810,537.14,142.58,10.02,31.98,9.99,2.0,0.0
20230410:0910,685.58,166.96,12.25,39.18,11.38,2.9,0.0
20230410:1010,804.68,172.4,13.85,44.29,12.45,3.59,0.0
20230410:1110,846.73,176.79,14.48,46.43,13.27,4.07,0.0
20230410:1210,816.71,173.22,14.1,45.14,13.89,4.48,0.0
20230410:1310,686.1,178.44,12.58,40.71,14.47,4.76,0.0
20230410:1410,372.24,227.13,9.39,33.95,14.73,4.83,0.0
20230410:1510,167.15,192.17,6.23,25.73,14.66,4.48,0.0
20230410:1610,49.26,120.3,3.33,16.71,14.2,3.86,0.0
20230410:1710,0.86,36.02,0.8,7.4,13.27,3.79,0.0
20230410:1810,0.0,0.0,0.0,0.0,12.04,3.72,0.0
20230410:1910,0.0,0.0,0.0,0.0,11.48,3.86,0.0
20230410:2010,0.0,0.0,0.0,0.0,10.87,3.93,0.0
20230410:2110,0.0,0.0,0.0,0.0,10.25,4.14,0.0
20230410:2210,0.0,0.0,0.0,0.0,10.25,4.28,0.0
20230410:2310,0.0,0.0,0.0,0.0,9.67,4.0,0.0
20230411:0010,0.0,0.0,0.0,0.0,8.27,3.59,0.0
20230411:0110,0.0,0.0,0.0,0.0,7.52,2.97,0.0
20230411:0210,0.0,0.0,0.0,0.0,7.6,2.48,0.0
20230411:0310,0.0,0.0,0.0,0.0,7.53,2.41,0.0
20230411:0410,0.0,0.0,0.0,0.0,7.41,2.69,0.0
20230411:0510,0.0,16.27,0.34,5.38,7.47,3.52,0.0
20230411:0610,12.74,93.33,2.17,14.7,7.42,3.79,0.0
20230411:0710,316.01,126.09,7.01,23.84,7.35,5.45,0.0
20230411:0810,127.13,254.47,6.8,32.33,7.95,5.86,0.0
20230411:0910,14.79,241.6,5.26,39.54,8.86,5.72,0.0
20230411:1010,192.95,350.97,9.43,44.66,9.76,5.31,0.0
20230411:1110,483.06,325.84,12.33,46.8,10.14,5.24,0.0
20230411:1210,166.25,353.88,9.22,45.49,10.36,5.45,0.0
20230411:1310,698.03,172.34,12.71,41.02,10.61,5.66,0.0
20230411:1410,0.0,126.58,2.67,34.23,10.87,5.66,0.0
20230411:1510,0.0,32.55,0.69,25.99,10.65,5.52,0.0
20230411:1610,162.41,88.65,4.67,16.96,10.04,5.17,0.0
20230411:1710,21.75,33.03,1.77,7.65,9.14,4.21,0.0
20230411:1810,0.0,0.0,0.0,0.0,8.2,3.31,0.0
20230411:1910,0.0,0.0,0.0,0.0,6.92,2.0,0.0
20230411:2010,0.0,0.0,0.0,0.0,5.32,1.72,0.0
20230411:2110,0.0,0.0,0.0,0.0,3.91,1.45,0.0
20230411:2210,0.0,0.0,0.0,0.0,3.75,1.24,0.0
20230411:2310,0.0,0.0,0.0,0.0,3.22,1.17,0.0
20230412:0010,0.0,0.0,0.0,0.0,1.96,1.45,0.0
20230412:0110,0.0,0.0,0.0,0.0,1.58,1.66,0.0
20230412:0210,0.0,0.0,0.0,0.0,1.88,1.79,0.0
20230412:0310,0.0,0.0,0.0,0.0,2.38,1.93,0.0
20230412:0410,0.0,0.0,0.0,0.0,2.88,2.0,0.0
20230412:0510,0.0,10.85,0.23,5.71,3.33,2.14,0.0
20230412:0610,51.39,104.95,3.05,15.02,4.99,2.34,0.0
20230412:0710,51.6,176.78,4.38,24.17,7.0,3.03,0.0
20230412:0810,35.15,224.65,5.15,32.67,8.01,4.28,0.0
20230412:0910,0.0,140.14,2.95,39.9,9.01,5.59,0.0
20230412:1010,0.0,132.91,2.8,45.03,9.84,6.69,0.0
20230412:1110,0.0,133.81,2.82,47.17,8.97,4.28,0.0
20230412:1210,0.0,117.54,2.48,45.83,8.64,4.76,0.0
20230412:1310,0.0,97.65,2.06,41.33,8.5,4.34,0.0
20230412:1410,0.0,98.55,2.08,34.51,8.61,3.79,0.0
20230412:1510,0.0,66.0,1.39,26.24,9.16,3.52,0.0
20230412:1610,35.75,120.62,3.14,17.2,9.51,3.66,0.0
20230412:1710,4.91,45.0,1.2,7.89,9.52,3.38,0.0
20230412:1810,0.0,0.0,0.0,0.0,9.27,3.45,0.0
20230412:1910,0.0,0.0,0.0,0.0,8.98,3.45,0.0
20230412:2010,0.0,0.0,0.0,0.0,8.65,3.66,0.0
20230412:2110,0.0,0.0,0.0,0.0,7.52,3.03,0.0
20230412:2210,0.0,0.0,0.0,0.0,5.95,2.62,0.0
20230412:2310,0.0,0.0,0.0,0.0,4.99,2.41,0.0
20230413:0010,0.0,0.0,0.0,0.0,4.27,2.28,0.0
20230413:0110,0.0,0.0,0.0,0.0,3.53,2.21,0.0
20230413:0210,0.0,0.0,0.0,0.0,3.14,2.41,0.0
20230413:0310,0.0,0.0,0.0,0.0,3.09,2.83,0.0
20230413:0410,0.0,0.0,0.0,0.0,3.22,3.17,0.0
20230413:0510,0.26,24.32,0.53,6.03,3.71,3.66,0.0
20230413:0610,126.47,88.61,4.02,15.35,4.71,4.28,0.0
20230413:0710,341.15,119.64,7.37,24.5,6.4,6.07,0.0
20230413:0810,460.37,181.44,9.8,33.02,7.83,7.03,0.0
20230413:0910,559.44,229.46,11.78,40.26,8.55,6.48,0.0
20230413:1010,56.47,318.06,7.32,45.4,9.19,5.45,0.0
20230413:1110,83.5,344.45,8.16,47.53,9.95,4.83,0.0
20230413:1210,197.93,360.27,9.74,46.17,10.32,4.21,0.0
20230413:1310,0.0,127.48,2.69,41.64,10.87,3.79,0.0
20230413:1410,0.0,159.13,3.35,34.79,11.23,3.59,0.0
20230413:1510,106.99,203.49,5.72,26.5,10.57,3.17,0.0
20230413:1610,10.09,109.27,2.48,17.45,10.24,2.55,0.0
20230413:1710,6.42,47.26,1.33,8.13,9.7,1.31,0.0
20230413:1810,0.0,0.0,0.0,0.0,8.77,1.03,0.0
20230413:1910,0.0,0.0,0.0,0.0,6.63,1.72,0.0
20230413:2010,0.0,0.0,0.0,0.0,5.34,1.59,0.0
20230413:2110,0.0,0.0,0.0,0.0,4.69,1.31,0.0
20230413:2210,0.0,0.0,0.0,0.0,3.65,1.52,0.0
20230413:2310,0.0,0.0,0.0,0.0,2.94,1.59,0.0
20230414:0010,0.0,0.0,0.0,0.0,2.4,1.72,0.0
20230414:0110,0.0,0.0,0.0,0.0,2.3,1.66,0.0
20230414:0210,0.0,0.0,0.0,0.0,2.02,1.72,0.0
20230414:0310,0.0,0.0,0.0,0.0,1.81,1.72,0.0
20230414:0410,0.0,0.0,0.0,0.0,1.43,1.66,0.0
20230414:0510,0.0,19.89,0.42,6.35,1.32,1.45,0.0
